source,target,rank,date,time
_80oOFEpqnA,ufdLyAl59mA,5,30/07/2023,18:31:37
uMnm0f0d7OM,xth7qqCF2T8,1,30/07/2023,18:33:20
uMnm0f0d7OM,bDQSXCWvMDs,2,30/07/2023,18:33:20
uMnm0f0d7OM,pBCmUL55uek,3,30/07/2023,18:33:20
uMnm0f0d7OM,d2eBVaWdnyY,4,30/07/2023,18:33:20
uMnm0f0d7OM,_jj_IDWZ638,5,30/07/2023,18:33:21
pBCmUL55uek,XTvblxI7BhE,1,30/07/2023,18:35:01
pBCmUL55uek,X4C4cCtS88s,2,30/07/2023,18:35:01
pBCmUL55uek,N2RcbUrD01c,3,30/07/2023,18:35:02
pBCmUL55uek,U1i9zXAPg-I,4,30/07/2023,18:35:02
pBCmUL55uek,rKxBWrdo4ns,5,30/07/2023,18:35:02
rKxBWrdo4ns,f9aFyPCJgwQ,1,30/07/2023,18:36:50
rKxBWrdo4ns,7YPAjiPnfIY,2,30/07/2023,18:36:50
rKxBWrdo4ns,L3RAHSwW1G8,3,30/07/2023,18:36:51
rKxBWrdo4ns,SnsjtL7YLfE,4,30/07/2023,18:36:51
rKxBWrdo4ns,_jj_IDWZ638,5,30/07/2023,18:36:51
f9aFyPCJgwQ,KheUErGCFJA,1,30/07/2023,18:38:38
f9aFyPCJgwQ,HmA5hq6E8cA,2,30/07/2023,18:38:38
f9aFyPCJgwQ,OsBmCMsu-Ms,3,30/07/2023,18:38:39
f9aFyPCJgwQ,s7Tq7kIDe70,4,30/07/2023,18:38:39
f9aFyPCJgwQ,i8Ae0iLm3O4,5,30/07/2023,18:38:39
i8Ae0iLm3O4,3a5Q6t5rRSA,1,30/07/2023,18:40:57
i8Ae0iLm3O4,3wEyqCFqNro,2,30/07/2023,18:40:58
i8Ae0iLm3O4,I2WuacWE-WQ,3,30/07/2023,18:40:58
i8Ae0iLm3O4,W9CypoMQW5s,4,30/07/2023,18:40:58
i8Ae0iLm3O4,vZ8xieOLBGM,5,30/07/2023,18:40:58
W9CypoMQW5s,KNS_0FeMWns,1,30/07/2023,18:43:12
W9CypoMQW5s,8sXCRjTtHNU,2,30/07/2023,18:43:12
W9CypoMQW5s,LSqz9oYVu5E,3,30/07/2023,18:43:12
W9CypoMQW5s,uRtjQHTnKVY,4,30/07/2023,18:43:13
W9CypoMQW5s,5JvWZqDEYvI,5,30/07/2023,18:43:13
uRtjQHTnKVY,OxgymLKqVP8,1,30/07/2023,18:45:32
uRtjQHTnKVY,i9UJf8uAKcM,2,30/07/2023,18:45:32
uRtjQHTnKVY,Y4oydSZTAns,3,30/07/2023,18:45:32
uRtjQHTnKVY,F7PPUHyqMrM,4,30/07/2023,18:45:32
uRtjQHTnKVY,Po5LZpGSN-k,5,30/07/2023,18:45:33
landing_page,GE1nuY5MDL4,1,31/07/2023,09:42:21
landing_page,IDbV_jMQ6HY,2,31/07/2023,09:42:21
landing_page,56Uwg8wDsFw,3,31/07/2023,09:42:21
landing_page,oaIA4-__qoU,4,31/07/2023,09:42:22
landing_page,vteMzsGRNno,5,31/07/2023,09:42:22
landing_page,CeSeGeowhqY,6,31/07/2023,09:42:22
landing_page,WZRXAiSW0Ws,7,31/07/2023,09:42:22
landing_page,Z9jH20fmZ2I,8,31/07/2023,09:42:22
landing_page,DP3lSVFl4Gc,9,31/07/2023,09:42:23
landing_page,QLrxZMZrEeM,10,31/07/2023,09:42:23
landing_page,nn6GBPhPkfw,11,31/07/2023,09:42:23
landing_page,jsHVmmHbV0c,12,31/07/2023,09:42:23
landing_page,bm-wweeZrxM,13,31/07/2023,09:42:24
landing_page,oPnYaXQG73o,14,31/07/2023,09:42:24
landing_page,p73D9IiVWAo,15,31/07/2023,09:42:24
landing_page,QP12WBVnqUE,16,31/07/2023,09:42:24
landing_page,XiP5sxC-Jws,17,31/07/2023,09:42:24
landing_page,BbFMNMyosM0,18,31/07/2023,09:42:25
landing_page,zzGVXoANGes,19,31/07/2023,09:42:25
landing_page,QIdXm3h8DLs,20,31/07/2023,09:42:25
QP12WBVnqUE,m_MPpsFjy_s,1,31/07/2023,09:46:10
QP12WBVnqUE,Fooy-WB52AY,2,31/07/2023,09:46:10
QP12WBVnqUE,pGpEgRYTZ5w,3,31/07/2023,09:46:10
QP12WBVnqUE,bDq0y9wGr10,4,31/07/2023,09:46:10
QP12WBVnqUE,9RgtcSCB_IQ,5,31/07/2023,09:46:11
pGpEgRYTZ5w,FL4-C_EZcUQ,1,31/07/2023,09:47:53
pGpEgRYTZ5w,pc6F46lt_rk,2,31/07/2023,09:47:53
pGpEgRYTZ5w,zkRwgm0boHE,3,31/07/2023,09:47:53
pGpEgRYTZ5w,_KgMYtQPduU,4,31/07/2023,09:47:53
pGpEgRYTZ5w,ecACj_QA56E,5,31/07/2023,09:47:53
pc6F46lt_rk,j_PX9uGfkx0,1,31/07/2023,09:49:47
pc6F46lt_rk,5aLWKik693M,2,31/07/2023,09:49:47
pc6F46lt_rk,YrS8LfVLGsA,3,31/07/2023,09:49:47
pc6F46lt_rk,25BAHVggXRk,4,31/07/2023,09:49:48
pc6F46lt_rk,OfPacnseNB4,5,31/07/2023,09:49:48
OfPacnseNB4,FljEIoO1_zk,1,31/07/2023,09:51:33
OfPacnseNB4,5FeUPlmAHNg,2,31/07/2023,09:51:34
OfPacnseNB4,OaUWTXoL_ac,3,31/07/2023,09:51:34
OfPacnseNB4,JHLRZVPwNNw,4,31/07/2023,09:51:34
OfPacnseNB4,UxQYSOIhFA8,5,31/07/2023,09:51:34
5FeUPlmAHNg,j5nbPkeW1nk,1,31/07/2023,09:53:56
5FeUPlmAHNg,Ulr18CdZNgE,2,31/07/2023,09:53:56
5FeUPlmAHNg,BSjokrJxpX0,3,31/07/2023,09:53:57
5FeUPlmAHNg,trM5cgtsB6E,4,31/07/2023,09:53:57
5FeUPlmAHNg,BO1ZmDlBNBk,5,31/07/2023,09:53:57
j5nbPkeW1nk,LMLcZ1gmWIY,1,31/07/2023,09:55:39
j5nbPkeW1nk,0UryT5O6Sio,2,31/07/2023,09:55:39
j5nbPkeW1nk,clLqNjAC98M,3,31/07/2023,09:55:40
j5nbPkeW1nk,4xRz8NavLes,4,31/07/2023,09:55:40
j5nbPkeW1nk,UVgZgUXF93A,5,31/07/2023,09:55:40
4xRz8NavLes,ns1qgCBK3V8,1,31/07/2023,09:57:23
4xRz8NavLes,n-nGOnv81LI,2,31/07/2023,09:57:23
4xRz8NavLes,R6wnVocNN3c,3,31/07/2023,09:57:23
4xRz8NavLes,vfXxDbBUCtQ,4,31/07/2023,09:57:24
4xRz8NavLes,vs989nH0cc4,5,31/07/2023,09:57:24
vs989nH0cc4,8iI_vrfuWp8,1,31/07/2023,09:59:00
vs989nH0cc4,D3rHUPQVrUk,2,31/07/2023,09:59:00
vs989nH0cc4,Hl0lGczHmDM,3,31/07/2023,09:59:00
vs989nH0cc4,uI2Hh-BJpaE,4,31/07/2023,09:59:01
vs989nH0cc4,UVgZgUXF93A,5,31/07/2023,09:59:01
D3rHUPQVrUk,r9byNQVW0LM,1,31/07/2023,10:00:56
D3rHUPQVrUk,c0a7f7fKJlI,2,31/07/2023,10:00:56
D3rHUPQVrUk,VJ-uv1oTRUM,3,31/07/2023,10:00:57
D3rHUPQVrUk,JhKCr3jnYGU,4,31/07/2023,10:00:57
D3rHUPQVrUk,b6Q1Fzf-DbA,5,31/07/2023,10:00:57
JhKCr3jnYGU,SAf7U0q0zCc,1,31/07/2023,10:02:13
JhKCr3jnYGU,By_trSuq5gk,2,31/07/2023,10:02:13
JhKCr3jnYGU,I_lbk1rB1OA,3,31/07/2023,10:02:13
JhKCr3jnYGU,8gCFCuYbiWM,4,31/07/2023,10:02:13
JhKCr3jnYGU,niN2THXMwS8,5,31/07/2023,10:02:14
niN2THXMwS8,ahkMQwzzTYc,1,31/07/2023,10:03:46
niN2THXMwS8,yaM9J2VHLf8,2,31/07/2023,10:03:46
niN2THXMwS8,HRtGz8woX3k,3,31/07/2023,10:03:46
niN2THXMwS8,Ve-PB7mDMJI,4,31/07/2023,10:03:47
niN2THXMwS8,8JhdiDiZMNE,5,31/07/2023,10:03:47
HRtGz8woX3k,Uk0oA0PctIA,1,31/07/2023,10:04:52
HRtGz8woX3k,ZhlKPK1B1Qg,2,31/07/2023,10:04:52
HRtGz8woX3k,ug1lSF6ciMg,3,31/07/2023,10:04:52
HRtGz8woX3k,5el1Pfwv5nM,4,31/07/2023,10:04:52
HRtGz8woX3k,n0oJ86XXqms,5,31/07/2023,10:04:53
ug1lSF6ciMg,bVXB7tP3qUQ,1,31/07/2023,10:05:20
ug1lSF6ciMg,3tvBP4ERGa8,2,31/07/2023,10:05:21
ug1lSF6ciMg,hDqLx0dxKrE,3,31/07/2023,10:05:21
ug1lSF6ciMg,cpQs9cBnCng,4,31/07/2023,10:05:21
ug1lSF6ciMg,1xVcdOYn2ac,5,31/07/2023,10:05:21
hDqLx0dxKrE,wwL363Er0ro,1,31/07/2023,10:07:10
hDqLx0dxKrE,Yc1lSOUxYGQ,2,31/07/2023,10:07:11
hDqLx0dxKrE,Evokc1VanMM,3,31/07/2023,10:07:11
hDqLx0dxKrE,vD-5JWmxQSQ,4,31/07/2023,10:07:11
hDqLx0dxKrE,xo6EGqcp350,5,31/07/2023,10:07:11
xo6EGqcp350,u3vT-xF4niE,1,31/07/2023,10:08:50
xo6EGqcp350,w92Qi-Lnz8M,2,31/07/2023,10:08:50
xo6EGqcp350,n-nGOnv81LI,3,31/07/2023,10:08:50
xo6EGqcp350,xPmbnn7_1jQ,4,31/07/2023,10:08:51
xo6EGqcp350,mHnaAJZ9LfE,5,31/07/2023,10:08:51
xPmbnn7_1jQ,Cxeh-Po1mXs,1,31/07/2023,10:10:48
xPmbnn7_1jQ,BdqTFdIW9C4,2,31/07/2023,10:10:48
xPmbnn7_1jQ,MV6KLYiE8WU,3,31/07/2023,10:10:48
xPmbnn7_1jQ,bwrWX-IODhI,4,31/07/2023,10:10:49
xPmbnn7_1jQ,u3vT-xF4niE,5,31/07/2023,10:10:49
u3vT-xF4niE,TfQtNRP1ydI,1,31/07/2023,10:13:08
u3vT-xF4niE,tc5ZmV_-kB4,2,31/07/2023,10:13:08
u3vT-xF4niE,fwlxW6xi1f8,3,31/07/2023,10:13:09
u3vT-xF4niE,Z1hqsjNqHx8,4,31/07/2023,10:13:09
u3vT-xF4niE,O9_N58MvqnY,5,31/07/2023,10:13:09
tc5ZmV_-kB4,4TjPna79Ji0,1,31/07/2023,10:15:04
tc5ZmV_-kB4,WDoMqNjmDQY,2,31/07/2023,10:15:05
tc5ZmV_-kB4,SrPk69rSkA0,3,31/07/2023,10:15:05
tc5ZmV_-kB4,jmG49HwNEzY,4,31/07/2023,10:15:05
tc5ZmV_-kB4,m8oWRMoEtX4,5,31/07/2023,10:15:05
SrPk69rSkA0,dEKNl66m9xI,1,31/07/2023,10:17:31
SrPk69rSkA0,dfZ_qxW2DnU,2,31/07/2023,10:17:31
SrPk69rSkA0,JPOrHfxX32k,3,31/07/2023,10:17:31
SrPk69rSkA0,Vi91AxQjekg,4,31/07/2023,10:17:31
SrPk69rSkA0,2nmcEH8UApk,5,31/07/2023,10:17:32
JPOrHfxX32k,xnsOl7NQk2o,1,31/07/2023,10:19:37
JPOrHfxX32k,L_snovCJVTw,2,31/07/2023,10:19:37
JPOrHfxX32k,YgOYLDf5Wv8,3,31/07/2023,10:19:37
JPOrHfxX32k,IcJQI3PfyY8,4,31/07/2023,10:19:37
JPOrHfxX32k,eWxTUstWpos,5,31/07/2023,10:19:37
L_snovCJVTw,6sKhqoPL1Ko,1,31/07/2023,10:21:56
L_snovCJVTw,ka4BFEOw_lk,2,31/07/2023,10:21:56
L_snovCJVTw,UaB-GR-Q628,3,31/07/2023,10:21:57
L_snovCJVTw,y5-1ztXGAy0,4,31/07/2023,10:21:57
L_snovCJVTw,uLWlbAlH0F8,5,31/07/2023,10:21:57
UaB-GR-Q628,83Kxq0DiccY,1,31/07/2023,10:23:43
UaB-GR-Q628,IkUco75e4so,2,31/07/2023,10:23:43
UaB-GR-Q628,ZhxLVaorCu0,3,31/07/2023,10:23:44
UaB-GR-Q628,yFwFXZ04nTA,4,31/07/2023,10:23:44
UaB-GR-Q628,jwz3r1JeCXM,5,31/07/2023,10:23:44
IkUco75e4so,ynDuVU9fIIU,1,31/07/2023,10:25:50
IkUco75e4so,FBhoajEVRIE,2,31/07/2023,10:25:50
IkUco75e4so,70RW05A4r-Q,3,31/07/2023,10:25:50
IkUco75e4so,gq9mtKyOER0,4,31/07/2023,10:25:51
IkUco75e4so,7x-lYocSSDA,5,31/07/2023,10:25:51
gq9mtKyOER0,sldh62y1wKU,1,31/07/2023,10:27:47
gq9mtKyOER0,XhsD26pn19A,2,31/07/2023,10:27:47
gq9mtKyOER0,h61bJRHiIIU,3,31/07/2023,10:27:48
gq9mtKyOER0,52rA1y4Q8UU,4,31/07/2023,10:27:48
gq9mtKyOER0,dcK8MuMnkrg,5,31/07/2023,10:27:48
XhsD26pn19A,4Qtmz1FDww0,1,31/07/2023,10:29:44
XhsD26pn19A,iLaL6Pfk19w,2,31/07/2023,10:29:44
XhsD26pn19A,UNMrwudowfg,3,31/07/2023,10:29:45
XhsD26pn19A,_WVNMDAJBJ0,4,31/07/2023,10:29:45
XhsD26pn19A,nd8FwMljDro,5,31/07/2023,10:29:45
iLaL6Pfk19w,6Y3iG-qa-0c,1,31/07/2023,10:31:41
iLaL6Pfk19w,L5Mt_FtUPPc,2,31/07/2023,10:31:41
iLaL6Pfk19w,ncYKqz-TcNQ,3,31/07/2023,10:31:41
iLaL6Pfk19w,VJ8D4MKXFbc,4,31/07/2023,10:31:41
iLaL6Pfk19w,FmrvfaoOX8A,5,31/07/2023,10:31:42
ncYKqz-TcNQ,H0F-CqKc5YE,1,31/07/2023,10:33:53
ncYKqz-TcNQ,95ADdCHqQFU,2,31/07/2023,10:33:54
ncYKqz-TcNQ,F7CU0qBdj04,3,31/07/2023,10:33:54
ncYKqz-TcNQ,Vsxbuh1s-g0,4,31/07/2023,10:33:54
ncYKqz-TcNQ,3ZPWlcdx1Uw,5,31/07/2023,10:33:54
F7CU0qBdj04,e802WVHcQB4,1,31/07/2023,10:36:19
F7CU0qBdj04,6-m_u_8r81o,2,31/07/2023,10:36:19
F7CU0qBdj04,WVEp3pMJ_6w,3,31/07/2023,10:36:20
F7CU0qBdj04,7pIEiYIQ_XA,4,31/07/2023,10:36:20
F7CU0qBdj04,GZrj2WmN0R8,5,31/07/2023,10:36:20
7pIEiYIQ_XA,GguyOO8dUg0,1,31/07/2023,10:38:39
7pIEiYIQ_XA,ZuVNdI9_xaA,2,31/07/2023,10:38:40
7pIEiYIQ_XA,yVkzC2dMHwE,3,31/07/2023,10:38:40
7pIEiYIQ_XA,LcJ4qg7snrE,4,31/07/2023,10:38:40
7pIEiYIQ_XA,JnJMPFV6Ygo,5,31/07/2023,10:38:40
ZuVNdI9_xaA,parxjvYexCM,1,31/07/2023,10:39:15
ZuVNdI9_xaA,cC9BJb7GXBk,2,31/07/2023,10:39:15
ZuVNdI9_xaA,SjQxCW4HIq0,3,31/07/2023,10:39:15
ZuVNdI9_xaA,kRihvuLS3lY,4,31/07/2023,10:39:15
ZuVNdI9_xaA,phrrJ8oItts,5,31/07/2023,10:39:16
phrrJ8oItts,F_janObrPdk,1,31/07/2023,10:39:48
phrrJ8oItts,VTOs3exVxHc,2,31/07/2023,10:39:48
phrrJ8oItts,h8u1qi6cNB8,3,31/07/2023,10:39:48
phrrJ8oItts,eh2ue4vT60g,4,31/07/2023,10:39:49
phrrJ8oItts,Gwh1z3B14GA,5,31/07/2023,10:39:49
Gwh1z3B14GA,fLm_-Mjz5zQ,1,31/07/2023,10:41:49
Gwh1z3B14GA,DWbl7NjxfPk,2,31/07/2023,10:41:49
Gwh1z3B14GA,_0W0Jrcf_Kc,3,31/07/2023,10:41:49
Gwh1z3B14GA,COgmPA4wmTE,4,31/07/2023,10:41:50
Gwh1z3B14GA,RRKa53BdLzk,5,31/07/2023,10:41:50
fLm_-Mjz5zQ,eoF6vjGQQzQ,1,31/07/2023,10:44:11
fLm_-Mjz5zQ,fOUBx_8sCI0,2,31/07/2023,10:44:12
fLm_-Mjz5zQ,4n3L1OFFxsE,3,31/07/2023,10:44:12
fLm_-Mjz5zQ,P3fhA8l8_iw,4,31/07/2023,10:44:12
fLm_-Mjz5zQ,1YxXDZ74CYU,5,31/07/2023,10:44:12
4n3L1OFFxsE,2tP93AGYSOc,1,31/07/2023,10:45:56
4n3L1OFFxsE,PYVM0nquqOo,2,31/07/2023,10:45:56
4n3L1OFFxsE,72Ml3U39xqs,3,31/07/2023,10:45:56
4n3L1OFFxsE,JwUXStsAbF4,4,31/07/2023,10:45:56
4n3L1OFFxsE,uJwekkbGPns,5,31/07/2023,10:45:56
72Ml3U39xqs,Sk47IUveVPY,1,31/07/2023,10:47:41
72Ml3U39xqs,keHtEojFI3A,2,31/07/2023,10:47:41
72Ml3U39xqs,uNm2zDQTNPg,3,31/07/2023,10:47:41
72Ml3U39xqs,aixyMddoim0,4,31/07/2023,10:47:42
72Ml3U39xqs,BinaN58ujko,5,31/07/2023,10:47:42
keHtEojFI3A,eMl6TL9wrBo,1,31/07/2023,10:49:25
keHtEojFI3A,0i86_wGed58,2,31/07/2023,10:49:25
keHtEojFI3A,_I6QIYyZIx8,3,31/07/2023,10:49:25
keHtEojFI3A,qcs2I-VCdDc,4,31/07/2023,10:49:26
keHtEojFI3A,AnO2cyaZiBg,5,31/07/2023,10:49:26
AnO2cyaZiBg,sIgcZAm08yU,1,31/07/2023,10:51:16
AnO2cyaZiBg,lhTqVXpeomM,2,31/07/2023,10:51:16
AnO2cyaZiBg,3H14Q3_ovLw,3,31/07/2023,10:51:16
AnO2cyaZiBg,71rM0uKAWHA,4,31/07/2023,10:51:17
AnO2cyaZiBg,oFNT8cxjiPI,5,31/07/2023,10:51:17
sIgcZAm08yU,#NAME?,1,31/07/2023,10:53:22
sIgcZAm08yU,geqoIoLPF7c,2,31/07/2023,10:53:23
sIgcZAm08yU,Ktob6hUaA4U,3,31/07/2023,10:53:23
sIgcZAm08yU,M4sHj52Qbm8,4,31/07/2023,10:53:23
sIgcZAm08yU,TGL72GmoIGw,5,31/07/2023,10:53:23
geqoIoLPF7c,hRS_ZLpfLOw,1,31/07/2023,10:55:26
geqoIoLPF7c,u2kZHfqZqpE,2,31/07/2023,10:55:26
geqoIoLPF7c,ujS1CGU0bUU,3,31/07/2023,10:55:26
geqoIoLPF7c,XtbICt9kLqo,4,31/07/2023,10:55:27
geqoIoLPF7c,I4YBFu3FkfY,5,31/07/2023,10:55:27
I4YBFu3FkfY,JHLRZVPwNNw,1,31/07/2023,10:57:11
I4YBFu3FkfY,UrhrgiE6fc4,2,31/07/2023,10:57:11
I4YBFu3FkfY,6dzFtMdWNPs,3,31/07/2023,10:57:11
I4YBFu3FkfY,Sb7iyKwdd0E,4,31/07/2023,10:57:12
I4YBFu3FkfY,a-GgntIi5X4,5,31/07/2023,10:57:12
UrhrgiE6fc4,9EUJT8lHRCA,1,31/07/2023,10:59:16
UrhrgiE6fc4,uP3cw7q_GCg,2,31/07/2023,10:59:16
UrhrgiE6fc4,GJEUoQ1H_Cs,3,31/07/2023,10:59:17
UrhrgiE6fc4,6AwGmIOSlV4,4,31/07/2023,10:59:17
UrhrgiE6fc4,82ukD7JvJik,5,31/07/2023,10:59:17
GJEUoQ1H_Cs,dTeKa8swEUQ,1,31/07/2023,11:01:44
GJEUoQ1H_Cs,k04wWH3Wmd4,2,31/07/2023,11:01:44
GJEUoQ1H_Cs,Nj_48MUjcm4,3,31/07/2023,11:01:44
GJEUoQ1H_Cs,POnTlSMdUNs,4,31/07/2023,11:01:45
GJEUoQ1H_Cs,dWcNc3wZ35M,5,31/07/2023,11:01:45
dWcNc3wZ35M,_u9XUW-xlAE,1,31/07/2023,11:03:53
dWcNc3wZ35M,xpZPWRaXUTg,2,31/07/2023,11:03:54
dWcNc3wZ35M,7Eji6TIFrMU,3,31/07/2023,11:03:54
dWcNc3wZ35M,oyunGuCdYug,4,31/07/2023,11:03:54
dWcNc3wZ35M,mNuTgZCH-sM,5,31/07/2023,11:03:54
oyunGuCdYug,LRBFFQ7JCl8,1,31/07/2023,11:06:16
oyunGuCdYug,2qpQMiWaSRo,2,31/07/2023,11:06:16
oyunGuCdYug,QLykldkrhGA,3,31/07/2023,11:06:16
oyunGuCdYug,FW-IMI7TTRU,4,31/07/2023,11:06:17
oyunGuCdYug,PM_YyVSLAKk,5,31/07/2023,11:06:17
QLykldkrhGA,69sk4wQNDiU,1,31/07/2023,11:08:39
QLykldkrhGA,vMdQvX69o00,2,31/07/2023,11:08:39
QLykldkrhGA,NUzneP9BTjg,3,31/07/2023,11:08:39
QLykldkrhGA,Nq3zrwIlXRs,4,31/07/2023,11:08:39
QLykldkrhGA,84pSLp3bb_Q,5,31/07/2023,11:08:39
vMdQvX69o00,TlE73DZ4QME,1,31/07/2023,11:10:48
vMdQvX69o00,TyBiBH8DdfA,2,31/07/2023,11:10:48
vMdQvX69o00,5Eeoq7bg-qg,3,31/07/2023,11:10:48
vMdQvX69o00,qHP6Yjqii24,4,31/07/2023,11:10:49
vMdQvX69o00,iEKuYZKd30Y,5,31/07/2023,11:10:49
TyBiBH8DdfA,1wvxN-5X0pA,1,31/07/2023,11:12:58
TyBiBH8DdfA,5wcPcb_R0Ek,2,31/07/2023,11:12:58
TyBiBH8DdfA,LRBFFQ7JCl8,3,31/07/2023,11:12:58
TyBiBH8DdfA,TuWnm6fq3GA,4,31/07/2023,11:12:59
TyBiBH8DdfA,eyXA5M1ogKo,5,31/07/2023,11:12:59
5wcPcb_R0Ek,pqvbv2z_fEI,1,31/07/2023,11:14:49
5wcPcb_R0Ek,JsgClw0ZcVU,2,31/07/2023,11:14:49
5wcPcb_R0Ek,T2os0fO2NA8,3,31/07/2023,11:14:49
5wcPcb_R0Ek,vY3qtx4IFgo,4,31/07/2023,11:14:49
5wcPcb_R0Ek,9bcxOD5s_do,5,31/07/2023,11:14:49
JsgClw0ZcVU,eagB1y93jhk,1,31/07/2023,11:15:20
JsgClw0ZcVU,JR9Nzi6ZNoY,2,31/07/2023,11:15:21
JsgClw0ZcVU,e-dKDYNKFR4,3,31/07/2023,11:15:21
JsgClw0ZcVU,1WB93KEgVcI,4,31/07/2023,11:15:21
JsgClw0ZcVU,oYUqGYu1kjM,5,31/07/2023,11:15:21
oYUqGYu1kjM,lly8GR336b0,1,31/07/2023,11:17:27
oYUqGYu1kjM,QAAYGpQv40o,2,31/07/2023,11:17:27
oYUqGYu1kjM,daWpvRbTsIw,3,31/07/2023,11:17:27
oYUqGYu1kjM,ggZlEYbzKNs,4,31/07/2023,11:17:28
oYUqGYu1kjM,2rBrOJeePBI,5,31/07/2023,11:17:28
daWpvRbTsIw,xBVH5obMP10,1,31/07/2023,11:19:17
daWpvRbTsIw,mKMcC53TX-Y,2,31/07/2023,11:19:18
daWpvRbTsIw,iBvYSRbpIng,3,31/07/2023,11:19:18
daWpvRbTsIw,SnsjtL7YLfE,4,31/07/2023,11:19:18
daWpvRbTsIw,6EPmEu0tkjE,5,31/07/2023,11:19:18
mKMcC53TX-Y,9gdvPx0DmmE,1,31/07/2023,11:21:28
mKMcC53TX-Y,gBdAAqiJK6U,2,31/07/2023,11:21:28
mKMcC53TX-Y,2rBrOJeePBI,3,31/07/2023,11:21:29
mKMcC53TX-Y,cd7Uukone7c,4,31/07/2023,11:21:29
mKMcC53TX-Y,gWeGW6kRnPc,5,31/07/2023,11:21:29
gWeGW6kRnPc,t-esY16mFHI,1,31/07/2023,11:23:16
gWeGW6kRnPc,_cpWKyIEDvw,2,31/07/2023,11:23:16
gWeGW6kRnPc,8Z37e4nob2o,3,31/07/2023,11:23:16
gWeGW6kRnPc,m9bLO58VT_c,4,31/07/2023,11:23:16
gWeGW6kRnPc,MFCodzOfuQ8,5,31/07/2023,11:23:17
m9bLO58VT_c,lWrSLDYH0ow,1,31/07/2023,11:25:10
m9bLO58VT_c,l7ab_JD9B9s,2,31/07/2023,11:25:10
m9bLO58VT_c,vmKGedWWCWc,3,31/07/2023,11:25:10
m9bLO58VT_c,9cISL-gnXw8,4,31/07/2023,11:25:11
m9bLO58VT_c,lly8GR336b0,5,31/07/2023,11:25:11
vmKGedWWCWc,8uvvpdWvOQU,1,31/07/2023,11:27:10
vmKGedWWCWc,Yg772Hw3aUw,2,31/07/2023,11:27:10
vmKGedWWCWc,qbgBLAippDM,3,31/07/2023,11:27:10
vmKGedWWCWc,N7C1jaOY5co,4,31/07/2023,11:27:11
vmKGedWWCWc,WKK4p-wH7Ms,5,31/07/2023,11:27:11
WKK4p-wH7Ms,DuZIxjgwd98,1,31/07/2023,11:27:37
WKK4p-wH7Ms,vtrcrrEG-5g,2,31/07/2023,11:27:37
WKK4p-wH7Ms,o86prpmuH0M,3,31/07/2023,11:27:37
WKK4p-wH7Ms,VN32xd-ZAf8,4,31/07/2023,11:27:38
WKK4p-wH7Ms,cEW7Z0UEgG0,5,31/07/2023,11:27:38
cEW7Z0UEgG0,2nPaBxzZs1I,1,31/07/2023,11:29:14
cEW7Z0UEgG0,9cISL-gnXw8,2,31/07/2023,11:29:14
cEW7Z0UEgG0,1pfjSb1Yj9o,3,31/07/2023,11:29:14
cEW7Z0UEgG0,5rQCgPesnHc,4,31/07/2023,11:29:14
cEW7Z0UEgG0,IoCp5P7tLoE,5,31/07/2023,11:29:14
9cISL-gnXw8,b3KWJs1edIk,1,31/07/2023,11:31:44
9cISL-gnXw8,sTwQihpA6TU,2,31/07/2023,11:31:44
9cISL-gnXw8,RLklp8yeVp8,3,31/07/2023,11:31:44
9cISL-gnXw8,JUQsoAY2lrQ,4,31/07/2023,11:31:44
9cISL-gnXw8,LEm9T3wU2_c,5,31/07/2023,11:31:45
sTwQihpA6TU,YYMdlBL-mi0,1,31/07/2023,11:32:48
sTwQihpA6TU,OU3oSKk7sfM,2,31/07/2023,11:32:48
sTwQihpA6TU,6woZlpp_3k4,3,31/07/2023,11:32:48
sTwQihpA6TU,SsqvHkaKPAs,4,31/07/2023,11:32:49
sTwQihpA6TU,XNDjvEqc5aI,5,31/07/2023,11:32:49
YYMdlBL-mi0,2d2vZV87YJM,1,31/07/2023,11:32:53
YYMdlBL-mi0,lWrSLDYH0ow,2,31/07/2023,11:32:53
YYMdlBL-mi0,h5WJoPJziW4,3,31/07/2023,11:32:53
YYMdlBL-mi0,bD7zT9Yppus,4,31/07/2023,11:32:54
YYMdlBL-mi0,z3u4QarRMsI,5,31/07/2023,11:32:54
landing_page,6xIneq1H38Y,1,04/08/2023,09:14:07
landing_page,V84v2isX3go,2,04/08/2023,09:14:09
landing_page,MrkIr85QSWY,3,04/08/2023,09:14:10
landing_page,UKQIbHVg_vg,4,04/08/2023,09:14:10
landing_page,#NAME?,5,04/08/2023,09:14:10
landing_page,y6g00nZC0ak,6,04/08/2023,09:14:10
landing_page,1RR8zhKFvNs,7,04/08/2023,09:14:10
landing_page,EM_zlYRMY2M,8,04/08/2023,09:14:11
landing_page,JJeXK2vZhVo,9,04/08/2023,09:14:11
landing_page,BFLhbA-dx6E,10,04/08/2023,09:14:11
landing_page,gUNockeQOn4,11,04/08/2023,09:14:11
landing_page,7q13d5bRTDE,12,04/08/2023,09:14:12
landing_page,EoAG0MbZD8k,13,04/08/2023,09:14:12
landing_page,HVuABj2m_Es,14,04/08/2023,09:14:12
landing_page,LV38cgVdCo4,15,04/08/2023,09:14:12
landing_page,T-iPO-8WsjE,16,04/08/2023,09:14:12
landing_page,wZOGyqf_edk,17,04/08/2023,09:14:13
